,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
1894,A Christmas Miracle for Daisy,Romance-Comedy-Family-TV Movie,en,Motion Picture Corporation of America-Brad Krevoy Television,0,0,85,Released,2021,Whitney Alder owns interior design firm Marietta Designs which she runs with her friend Andi in the small town of Marietta Montana. Whitney is designing Santa’s float for the annual Marietta Christmas Parade when a potential job opportunity comes her way: the full redesign of a landmark home by Christmas Eve.,1,,
1895,Flora & Ulysses,Family-Adventure-Comedy-Fantasy,en,Walt Disney Pictures-Netter Productions,0,0,91,Released,2021,When Flora rescues a squirrel she names Ulysses she is amazed to discover he possesses unique superhero powers which take them on an adventure of humorous complications that ultimately change Flora's life--and her outlook--forever.,1,,
1900,Masquerade,Thriller,en,XYZ Films-Shout! Studios-Rider Entertainment,0,0,80,Released,2021,A young girl struggles to survive after a group of home invaders break into her house to steal her family's priceless artwork.,1,13,36
1902,Love Hard,Comedy-Romance,en,Wonderland Sound and Vision,0,0,105,Released,2021,An LA girl unlucky in love falls for an East Coast guy on a dating app and decides to surprise him for Christmas only to discover that she's been catfished. But the object of her affection actually lives in the same town and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.,1,57,91
1903,To All the Boys: Always and Forever,Romance-Comedy-Drama,en,Awesomeness Films-ACE Entertainment,0,0,115,Released,2021,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,1,,
1904,Fear of Rain,Thriller-Horror-Drama,en,Zero Gravity Management-Sweet Tomato Films-Pinstripe Productions-Hungry Bull Productions-Mirror Image Films,0,0,109,Released,2021,A teenage girl living with schizophrenia begins to suspect her neighbor has kidnapped a child. Her parents try desperately to help her live a normal life without exposing their own tragic secrets and the only person who believes her is Caleb – a boy she isn’t even sure exists.,1,54,59
1905,Rumble,Animation-Family-Comedy,en,Paramount-Reel FX Creative Studios-Walden Media-WWE Studios-Paramount Animation,0,0,95,Released,2021,In a world where monster wrestling is a global sport and monsters are superstar athletes teenage Winnie seeks to follow in her father’s footsteps by coaching a loveable underdog monster into a champion.,1,,
1912,The Starling,Drama,en,Entertainment One-Boies/Schiller Film Group-Limelight,0,0,103,Released,2021,A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,1,20,71
1914,Lust: A Seven Deadly Sins Story,Drama-TV Movie,en,Lifetime,0,0,87,Released,2021,Tiffanie is about to have the wedding of her dreams to her soul mate the dashing Damon King founder of King Enterprises. But when Damon’s old friend Trey arrives fresh from prison to step in as Damon’s best man Tiffanie’s whole world gets rocked. Sexy and mysterious Trey triggers a passion in Tiffanie that she never expected and suddenly the life she’s always planned with Damon is uncertain.,1,,
1916,The Dig,Drama-History,en,Clerkenwell Films-Magnolia Mae Films,0,0,112,Released,2021,As WWII looms a wealthy widow hires an amateur archaeologist to excavate the burial mounds on her estate. When they make a historic discovery the echoes of Britain's past resonate in the face of its uncertain future‎.,1,75,83
1918,Things Heard & Seen,Horror,en,Likely Story,0,0,121,Released,2021,Catherine Clare reluctantly trades life in 1980 Manhattan for a remote home in the tiny hamlet of Chosen New York after her husband George lands a job teaching art history at a small Hudson Valley college. Even as she does her best to transform the old dairy farm into a place where young daughter Franny will be happy Catherine increasingly finds herself isolated and alone. She soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property—and in her marriage to George.,1,,
1921,A Cinderella Story: Starstruck,Romance-Comedy-Music,en,Dylan Sellers Productions-Warner Bros. Home Entertainment Group,0,0,100,Released,2021,Finley Tremaine a small-town farm girl longs to spread her wings and soar as an aspiring performer. When a Hollywood film crew arrives in her sleepy town she is determined to land a role in the production and capture the attention of handsome lead actor Jackson Stone. Unfortunately a botched audition forces her to change course. Now disguised as cowboy “Huck” Finley finally gets her big break. But can she keep the charade a secret from everyone including her evil stepmother and devious step-siblings?,1,,
1927,Zoey's Extraordinary Christmas,TV Movie-Comedy-Music-Drama,en,The Tannenbaum Company-Lionsgate Television-Feigco Entertainment-Polygram Entertainment-Zihuatanejo Productions,0,0,99,Released,2021,On her first holiday without her father Zoey attempts to create a magical Christmas for her family just like the ones Mitch used to do.,1,,
1934,Blood Moon,Fantasy-Horror,en,Blumhouse Television,0,0,82,Released,2021,When Esme and her ten-year-old son Luna move to a small desert town looking for a fresh start they attract all the wrong kinds of attention. Esme must battle to protect her son and a terrifying secret before the next full moon reveals all.,1,,53
1938,Hunted,Thriller-Horror,en,Savage Productions-Wrong Men North-Kidam-Charade Films,0,0,87,Released,2021,A woman flees two serial killers who are hot on her heels in a forest.,1,,
1942,A Kindhearted Christmas,TV Movie-Comedy-Romance,en,Motion Picture Corporation of America-Brad Krevoy Television-All Canadian Entertainment,0,0,84,Released,2021,Jamie owns a sightseeing and tour company in the small town of Cooperville New York. Navigating the holidays with enthusiasm is trickier for Jamie since her husband Matt passed. Matt loved Christmas and found unparalleled joy in giving to others. While reminiscing with family Jamie realizes the town desperately needs someone with Matt’s genius for thinking of the small gestures that bring genuine happiness to the holidays.,1,,
1943,Moxie,Comedy-Drama-Music,en,Paper Kite Productions,0,0,111,Released,2021,Inspired by her mom's rebellious past and a confident new friend a shy 16-year-old publishes an anonymous zine calling out sexism at her school.,1,70,68
1944,The United States vs. Billie Holiday,Music-Drama-History,en,Lee Daniels Entertainment-Roth-Kirschenbaum Films,0,0,131,Released,2021,"Billie Holiday spent much of her career being adored by fans. In the 1940s the government targeted Holiday in a growing effort to racialize the war on drugs ultimately aiming to stop her from singing her controversial ballad ""Strange Fruit.""",1,,
1954,Afterlife of the Party,Fantasy-Comedy-Drama,en,MarVista Entertainment-Front Row Filmed Entertainment-Advantage Entertainment-DAE Light Media,0,0,109,Released,2021,A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.,1,56,71
1959,Plan B,Comedy,en,LD Entertainment-American High-Counterbalance Entertainment,0,0,107,Released,2021,After a regrettable first sexual encounter a straight-laced high school student and her slacker best friend have 24 hours to hunt down a Plan B pill in America's heartland.,1,,
1960,Mixtape,Comedy-Family,en,Maven Screen Media-Jim Wedaa Productions,0,0,94,Released,2021,On the eve of Y2K orphaned 12-year-old Beverly discovers a broken mixtape crafted by her teen parents. Raised by her grandmother - who struggles talking about her late daughter - Beverly sees the mixtape as a chance to finally learn more about her parents.,1,100,77
1962,The Right One,Comedy-Romance,en,Lionsgate,0,0,96,Released,2021,Sara a novelist struggling with writer's block needs inspiration — and finds it when she serendipitously meets Godfrey a down-on-his-luck oddball who constantly changes personas and alter egos in order to cope with his past and avoid reality. Just as Godfrey begins to open up to Sara he discovers that she’s been using him as inspiration for her next novel and he vanishes from her life. Did Sara just lose the man of her dreams or will she be able to find him and make things right?,1,,
1964,Bloodthirsty,Horror,en,Voice Pictures-775 Media Corp,0,0,82,Released,2021,When indie singer Grey struggles to write her sophomore album she teams up with a mysterious producer at his secluded cabin. Though their bond strengthens her music it also starts to irreparably alter Grey’s body and mind.,1,80,27
1971,Every Breath You Take,Thriller,en,Southpaw Entertainment-Construction Film-Vertical Entertainment-13 Films-Trinity Media Financing,0,0,105,Released,2021,A psychiatrist whose client commits suicide finds his family life disrupted after introducing her surviving brother to his wife and daughter.,1,20,89
1973,An Autumn Romance,Romance-Drama,en,Motion Picture Corporation of America-Hideaway Pictures-Brad Krevoy Television-All Canadian Entertainment-HP Tycoon Productions,0,0,88,Released,2021,When librarian Taylor Harris suddenly loses her job she decides to visit her brother in a small town in Montana. There she gets involved in the fight to help save her brother's hotel from tycoon Joel Sheenan who wants to renovate it.,1,,
